date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:25	21634/21634	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jun%202024%2003:59:25%20GMT	https://ruin.lol/x	C:/My%20Web%20Sites/x/ruin.lol/x.html	(from )
22:59:26	1032/1032	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jun%202024%2003:59:26%20GMT	https://ruin.lol/robots.txt		(from )
22:59:26	18998/18998	---M--	200	added ('OK')	image/jpeg	etag:%2294435a2594e1f891410fecd75e6fe51b%22	https://r2.ruin.lol/rU8xbwtazX1wUyao.jpg	C:/My%20Web%20Sites/x/r2.ruin.lol/rU8xbwtazX1wUyao.jpg	(from https://ruin.lol/x)
22:59:26	4109/4109	---M-Z	200	added ('OK')	text/css	etag:%22100d-61a43ca4c54b9-gzip%22	https://ruin.lol/src/bio2.css?1719201565	C:/My%20Web%20Sites/x/ruin.lol/src/bio2624e.css	(from https://ruin.lol/x)
22:59:26	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:%2264ed75bb-76fe%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.7.1/jquery.min.js	C:/My%20Web%20Sites/x/cdnjs.cloudflare.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://ruin.lol/x)
22:59:27	5251/5251	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ffe-1483%22	https://cdnjs.cloudflare.com/ajax/libs/toastr.js/2.1.4/toastr.min.js	C:/My%20Web%20Sites/x/cdnjs.cloudflare.com/ajax/libs/toastr.js/2.1.4/toastr.min.js	(from https://ruin.lol/x)
22:59:27	55139/55139	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d763-3k9IIExUySw/kvIDnHJn5mghCss%22	https://cdn.jsdelivr.net/gh/StephanWagner/jBox@v1.3.2/dist/jBox.all.min.js	C:/My%20Web%20Sites/x/cdn.jsdelivr.net/gh/StephanWagner/jBox@v1.3.2/dist/jBox.all.min.js	(from https://ruin.lol/x)
22:59:27	22960/22960	---M-Z	200	added ('OK')	text/css	etag:%2259b0-617b4aa937c87-gzip%22	https://ruin.lol/src/tooltips.css	C:/My%20Web%20Sites/x/ruin.lol/src/tooltips.css	(from https://ruin.lol/x)
22:59:28	31004/31004	---M--	200	added ('OK')	image/png	etag:%22665ce58a-791c%22	https://files.catbox.moe/92du1e.png	C:/My%20Web%20Sites/x/files.catbox.moe/92du1e.png	(from https://ruin.lol/x)
22:59:28	32049/32049	---M--	200	added ('OK')	image/png	etag:%22665ce4a4-7d31%22	https://files.catbox.moe/vcoq65.png	C:/My%20Web%20Sites/x/files.catbox.moe/vcoq65.png	(from https://ruin.lol/x)
22:59:28	33058/33058	---M--	200	added ('OK')	image/png	etag:%22665ce519-8122%22	https://files.catbox.moe/38g059.png	C:/My%20Web%20Sites/x/files.catbox.moe/38g059.png	(from https://ruin.lol/x)
22:59:28	42283/42283	---M--	200	added ('OK')	image/png	etag:%22665ce57b-a52b%22	https://files.catbox.moe/8fa3c4.png	C:/My%20Web%20Sites/x/files.catbox.moe/8fa3c4.png	(from https://ruin.lol/x)
22:59:29	64720/64720	---M--	200	added ('OK')	image/png	etag:%226678003a-fcd0%22	https://files.catbox.moe/82qf8b.png	C:/My%20Web%20Sites/x/files.catbox.moe/82qf8b.png	(from https://ruin.lol/x)
22:59:29	850/850	---M-Z	200	added ('OK')	text/javascript	etag:%22352-617b4aaab272d-gzip%22	https://ruin.lol/src/js/bio.js?1719201565	C:/My%20Web%20Sites/x/ruin.lol/src/js/bio624e.js	(from https://ruin.lol/x)
22:59:29	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2024%20Jun%202024%2003:59:29%20GMT	https://ruin.lol/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/x/ruin.lol/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://ruin.lol/x)
22:59:29	7843/7843	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Jun%202024%2003:59:30%20GMT	https://ruin.lol/cdn-cgi/challenge-platform/h/b/scripts/jsd/c7e29c8c8b6e/main.js	C:/My%20Web%20Sites/x/ruin.lol/cdn-cgi/challenge-platform/h/b/scripts/jsd/c7e29c8c8b6e/main.js	(from https://ruin.lol/x)
22:59:29	6204/6204	---M-Z	200	added ('OK')	text/javascript	etag:%22183c-617b4aaaa0dec-gzip%22	https://ruin.lol/src/js/cursorEffects.js	C:/My%20Web%20Sites/x/ruin.lol/src/js/cursorEffects.js	(from https://ruin.lol/x)
22:59:30	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b44-gBf4sYaQd9tyhXPxykaEoAr2lGI%22	https://cdn.jsdelivr.net/particles.js/2.0.0/particles.min.js	C:/My%20Web%20Sites/x/cdn.jsdelivr.net/particles.js/2.0.0/particles.min.js	(from https://ruin.lol/x)
